Player,Nation,Squad,Age,Position,League,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Kicked,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received
Christian Mawissa,FRA,Toulouse,18,DF,Ligue 1,17,12,1118,12.4,0.16100178890876565,0.0,0.16100178890876565,0.16100178890876565,0.0,0.0,0.24150268336314845,0.0,0.08050089445438283,0.08050089445438283,0.024150268336314847,0.10465116279069767,2.0930232558139537,3.13953488372093,0.8855098389982111
Philipp Max,GER,Eint Frankfurt,29,DF,Bundesliga,23,17,1350,15.0,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.013333333333333332,0.013333333333333332,0.18666666666666668,0.2,1.6666666666666665,4.2,3.7333333333333334
Noussair Mazraoui,MAR,Bayern Munich,25,DF,Bundesliga,19,15,1197,13.3,0.0,0.22556390977443608,0.22556390977443608,0.0,0.0,0.0,0.22556390977443608,0.0,0.06766917293233084,0.06766917293233084,0.13533834586466167,0.1954887218045113,2.556390977443609,7.744360902255639,5.93984962406015
Pasquale Mazzocchi,ITA,Salernitana,28,DF,Serie A,18,16,1272,14.1,0.0,0.07075471698113207,0.07075471698113207,0.0,0.0,0.0,0.2830188679245283,0.0,0.02122641509433962,0.02122641509433962,0.09198113207547169,0.11320754716981134,2.547169811320755,2.547169811320755,4.386792452830189
Pasquale Mazzocchi,ITA,Napoli,28,DF,Serie A,10,4,428,4.8,0.0,0.2102803738317757,0.2102803738317757,0.0,0.0,0.0,0.0,0.2102803738317757,0.042056074766355145,0.042056074766355145,0.042056074766355145,0.08411214953271029,2.9439252336448596,5.046728971962617,4.626168224299065
Kevin Mbabu,SUI,Augsburg,28,DF,Bundesliga,25,22,2047,22.7,0.0,0.08793356130923302,0.08793356130923302,0.0,0.0,0.0,0.21983390327308255,0.0,0.004396678065461651,0.004396678065461651,0.08353688324377137,0.09233023937469467,3.077674645823156,3.6932095749877867,4.66047874938935
Mamadou Mbaye,SEN,Cádiz,25,DF,La Liga,4,2,288,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.09375,0.09375,0.0,0.09375,0.0,1.25,0.0
Chancel Mbemba,COD,Marseille,28,DF,Ligue 1,25,25,2207,24.5,0.08155867693701858,0.08155867693701858,0.16311735387403717,0.08155867693701858,0.0,0.0,0.04077933846850929,0.0,0.07340280924331673,0.07340280924331673,0.04077933846850929,0.114182147711826,0.6524694154961487,5.342093339374717,0.40779338468509285
Scott McKenna,SCO,Nott'ham Forest,26,DF,Premier League,5,5,416,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04326923076923077,0.04326923076923077,0.04326923076923077,0.08653846153846154,0.21634615384615385,2.1634615384615388,0.0
Facundo Medina,ARG,Lens,24,DF,Ligue 1,31,30,2714,30.2,0.03316138540899042,0.09948415622697127,0.13264554163596168,0.03316138540899042,0.0,0.0,0.3647752394988946,0.0,0.036477523949889464,0.036477523949889464,0.05969049373618275,0.09616801768607222,1.6912306558585115,7.2623434045689015,0.6632277081798084
Ben Mee,ENG,Brentford,33,DF,Premier League,16,15,1272,14.1,0.14150943396226415,0.0,0.14150943396226415,0.14150943396226415,0.0,0.0,0.07075471698113207,0.07075471698113207,0.1061320754716981,0.1061320754716981,0.02122641509433962,0.12735849056603774,0.7783018867924528,3.4669811320754715,0.6367924528301887
Bamo Meïté,CIV,Marseille,21,DF,Ligue 1,16,6,638,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.14106583072100312,0.0,0.014106583072100314,0.014106583072100314,0.0,0.014106583072100314,1.5517241379310345,4.090909090909091,0.7053291536050156
Bamo Meïté,CIV,Lorient,21,DF,Ligue 1,2,2,146,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6164383561643836,0.0
Birger Meling,NOR,Rennes,28,DF,Ligue 1,1,0,16,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.125,1.125,0.0,1.125,0.0,0.0,0.0
Houboulang Mendes,GNB,Almería,25,DF,La Liga,7,4,396,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1363636363636362,2.0454545454545454,1.3636363636363638
Nuno Mendes,POR,Paris S-G,21,DF,Ligue 1,6,2,267,3.0,0.33707865168539325,0.33707865168539325,0.6741573033707865,0.33707865168539325,0.0,0.0,1.0112359550561798,0.0,0.10112359550561796,0.10112359550561796,0.1348314606741573,0.23595505617977525,4.044943820224719,7.078651685393258,8.426966292134832
Bruno Méndez,URU,Granada,23,DF,La Liga,17,15,1333,14.8,0.1350337584396099,0.0,0.1350337584396099,0.1350337584396099,0.0,0.0,0.2700675168792198,0.0,0.04051012753188297,0.04051012753188297,0.0067516879219804956,0.047261815453863466,0.5401350337584396,3.1732933233308325,0.9452363090772693
Antoine Mendy,FRA,Nice,19,DF,Ligue 1,10,4,418,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215311004784689,0.0215311004784689,0.0861244019138756,0.10765550239234449,0.645933014354067,2.583732057416268,1.291866028708134
Benjamin Mendy,FRA,Lorient,29,DF,Ligue 1,15,7,711,7.9,0.25316455696202533,0.12658227848101267,0.37974683544303794,0.25316455696202533,0.0,0.0,0.37974683544303794,0.0,0.13924050632911392,0.13924050632911392,0.24050632911392403,0.37974683544303794,3.291139240506329,4.30379746835443,10.759493670886076
Ferland Mendy,FRA,Real Madrid,28,DF,La Liga,23,21,1720,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2616279069767442,0.0,0.010465116279069767,0.010465116279069767,0.04709302325581396,0.05755813953488373,0.9941860465116279,4.395348837209302,5.023255813953488
Formose Mendy,SEN,Lorient,22,DF,Ligue 1,18,13,1256,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42993630573248404,0.0,0.021496815286624203,0.021496815286624203,0.007165605095541402,0.02866242038216561,1.003184713375796,4.371019108280255,0.9315286624203821
Teden Mengi,ENG,Luton Town,21,DF,Premier League,30,28,2469,27.4,0.03645200486026732,0.0,0.03645200486026732,0.03645200486026732,0.0,0.0,0.10935601458080194,0.0,0.021871202916160386,0.021871202916160386,0.010935601458080193,0.032806804374240585,0.5467800729040098,1.968408262454435,0.03645200486026732
Chris Mepham,WAL,Bournemouth,25,DF,Premier League,10,6,617,6.9,0.0,0.1458670988654781,0.1458670988654781,0.0,0.0,0.0,0.2917341977309562,0.0,0.014586709886547814,0.014586709886547814,0.058346839546191256,0.07293354943273905,0.5834683954619124,3.646677471636953,0.1458670988654781
Jorge Meré,ESP,Cádiz,26,DF,La Liga,10,8,673,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026745913818722142,0.026745913818722142,0.0,0.026745913818722142,0.2674591381872214,2.0059435364041605,0.0
Quentin Merlin,FRA,Marseille,21,DF,Ligue 1,10,8,703,7.8,0.0,0.12802275960170698,0.12802275960170698,0.0,0.0,0.0,0.12802275960170698,0.0,0.012802275960170698,0.012802275960170698,0.14082503556187767,0.16642958748221906,1.9203413940256044,5.8890469416785205,7.16927453769559
Quentin Merlin,FRA,Nantes,21,DF,Ligue 1,16,15,1283,14.3,0.0,0.0701480904130943,0.0701480904130943,0.0,0.0,0.0,0.0,0.0,0.049103663289166016,0.049103663289166016,0.0911925175370226,0.1402961808261886,2.3850350740452066,6.874512860483242,4.349181605611847
Thomas Meunier,BEL,Dortmund,31,DF,Bundesliga,8,7,586,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07679180887372014,0.07679180887372014,0.09215017064846416,0.18430034129692832,3.2252559726962455,5.068259385665529,3.8395904436860073
Bastien Meupiyou,FRA,Nantes,17,DF,Ligue 1,1,1,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikola Milenković,SRB,Fiorentina,25,DF,Serie A,34,27,2510,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.14342629482071714,0.0,0.014342629482071713,0.014342629482071713,0.025099601593625495,0.039442231075697214,0.2868525896414343,2.904382470119522,0.35856573705179284
Éder Militão,BRA,Real Madrid,25,DF,La Liga,10,6,496,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018145161290322582,0.018145161290322582,0.0,0.018145161290322582,1.2701612903225805,2.721774193548387,0.3629032258064516
James Milner,ENG,Brighton,37,DF,Premier League,15,11,773,8.6,0.0,0.2328589909443726,0.2328589909443726,0.0,0.0,0.0,0.34928848641655885,0.0,0.03492884864165589,0.03492884864165589,0.20957309184993533,0.2328589909443726,1.2807244501940491,8.033635187580854,8.499353169469599
Kim Min-jae,KOR,Bayern Munich,26,DF,Bundesliga,25,22,1970,21.9,0.045685279187817264,0.045685279187817264,0.09137055837563453,0.045685279187817264,0.0,0.0,0.13705583756345177,0.0,0.03654822335025381,0.03654822335025381,0.018274111675126905,0.05482233502538071,0.6395939086294417,5.9847715736040605,0.13705583756345177
Yerry Mina,COL,Fiorentina,28,DF,Serie A,4,0,44,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0454545454545454,0.0,0.20454545454545459,0.20454545454545459,0.0,0.20454545454545459,0.0,4.090909090909091,2.0454545454545454
Yerry Mina,COL,Cagliari,28,DF,Serie A,14,14,1215,13.5,0.14814814814814814,0.0,0.14814814814814814,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.2962962962962963,0.0,0.0962962962962963,0.037037037037037035,0.0,0.037037037037037035,0.2962962962962963,1.7037037037037037,0.2222222222222222
Lucas Mincarelli,FRA,Montpellier,19,DF,Ligue 1,13,12,978,10.9,0.09202453987730062,0.09202453987730062,0.18404907975460125,0.09202453987730062,0.0,0.0,0.09202453987730062,0.09202453987730062,0.03680981595092025,0.03680981595092025,0.05521472392638036,0.08282208588957055,2.208588957055215,2.392638036809816,3.6809815950920246
Tyrone Mings,ENG,Aston Villa,30,DF,Premier League,1,1,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Óscar Mingueza,ESP,Celta Vigo,24,DF,La Liga,38,33,2998,33.3,0.0600400266844563,0.0600400266844563,0.1200800533689126,0.0600400266844563,0.0,0.0,0.1200800533689126,0.0,0.0780520346897932,0.0780520346897932,0.1170780520346898,0.19513008672448298,2.2214809873248833,5.103402268178786,4.0226817878585726
Ignasi Miquel,ESP,Granada,30,DF,La Liga,34,33,2992,33.2,0.030080213903743314,0.030080213903743314,0.06016042780748663,0.030080213903743314,0.0,0.0,0.15040106951871657,0.0,0.042112299465240643,0.042112299465240643,0.03609625668449198,0.07520053475935828,0.24064171122994651,2.496657754010695,0.24064171122994651
Juan Miranda,ESP,Betis,23,DF,La Liga,25,21,1858,20.6,0.04843918191603875,0.04843918191603875,0.0968783638320775,0.04843918191603875,0.0,0.0,0.38751345532831,0.0,0.077502691065662,0.077502691065662,0.09203444564047362,0.1743810548977395,1.6953713670613564,4.989235737351992,4.601722282023681
Kevin Miranda,ITA,Sassuolo,20,DF,Serie A,1,0,14,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Filippo Missori,ITA,Sassuolo,19,DF,Serie A,8,2,266,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10150375939849622,0.10150375939849622,0.0,0.10150375939849622,1.6917293233082706,2.706766917293233,2.3684210526315788
Tyrick Mitchell,ENG,Crystal Palace,23,DF,Premier League,37,37,3204,35.6,0.056179775280898875,0.08426966292134831,0.14044943820224717,0.056179775280898875,0.0,0.0,0.16853932584269662,0.0,0.0449438202247191,0.0449438202247191,0.07865168539325842,0.12359550561797754,0.898876404494382,2.640449438202247,4.466292134831461
Stefan Mitrović,SRB,Getafe,33,DF,La Liga,11,9,699,7.8,0.12875536480686695,0.0,0.12875536480686695,0.12875536480686695,0.0,0.0,0.38626609442060084,0.0,0.012875536480686697,0.012875536480686697,0.03862660944206008,0.05150214592274679,0.5150214592274678,2.4463519313304722,0.2575107296137339
Maximilian Mittelstädt,GER,Stuttgart,26,DF,Bundesliga,31,23,2103,23.4,0.08559201141226819,0.17118402282453637,0.25677603423680456,0.08559201141226819,0.0,0.0,0.21398002853067047,0.0,0.03851640513552069,0.03851640513552069,0.1797432239657632,0.21825962910128388,2.995720399429387,5.263908701854493,5.520684736091298
Max Moerstedt,GER,Hoffenheim,18,DF,Bundesliga,1,0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5
Johan Mojica,COL,Osasuna,30,DF,La Liga,30,22,2041,22.7,0.0,0.13228809407153355,0.13228809407153355,0.0,0.0,0.0,0.04409603135717785,0.0,0.04409603135717785,0.04409603135717785,0.11464968152866244,0.15874571288584027,2.5134737873591377,3.6158745712885842,5.159235668789809
Nahuel Molina,ARG,Atlético Madrid,25,DF,La Liga,30,19,1852,20.6,0.09719222462203024,0.14578833693304535,0.24298056155507558,0.09719222462203024,0.0,0.0,0.19438444924406048,0.04859611231101512,0.06317494600431965,0.06317494600431965,0.14092872570194384,0.20410367170626348,2.2840172786177106,3.304535637149028,8.26133909287257
Enzo Mongo,FRA,Nantes,18,DF,Ligue 1,1,0,10,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ilario Monterisi,ITA,Frosinone,21,DF,Serie A,24,16,1469,16.3,0.12253233492171545,0.12253233492171545,0.2450646698434309,0.12253233492171545,0.0,0.0,0.06126616746085772,0.0,0.0673927842069435,0.0673927842069435,0.02450646698434309,0.09189925119128659,0.2450646698434309,2.8795098706603133,1.1027910142954391
César Montes,MEX,Almería,26,DF,La Liga,21,21,1788,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.2516778523489933,0.0,0.03523489932885906,0.03523489932885906,0.010067114093959733,0.045302013422818796,0.3523489932885906,2.61744966442953,0.10067114093959731
Gonzalo Montiel,ARG,Nott'ham Forest,26,DF,Premier League,14,8,801,8.9,0.0,0.2247191011235955,0.2247191011235955,0.0,0.0,0.0,0.5617977528089887,0.0,0.011235955056179775,0.011235955056179775,0.15730337078651685,0.16853932584269662,1.1235955056179774,3.146067415730337,3.595505617977528
Alberto Moreno,ESP,Villarreal,31,DF,La Liga,27,17,1484,16.5,0.12129380053908356,0.12129380053908356,0.24258760107816713,0.12129380053908356,0.0,0.0,0.3032345013477089,0.12129380053908356,0.04245283018867924,0.04245283018867924,0.09703504043126686,0.14555256064690028,1.5768194070080863,3.335579514824798,4.791105121293801
Álex Moreno,ESP,Aston Villa,30,DF,Premier League,21,11,1031,11.5,0.17458777885548013,0.0,0.17458777885548013,0.17458777885548013,0.0,0.0,0.17458777885548013,0.0,0.09602327837051407,0.09602327837051407,0.09602327837051407,0.20077594568380214,2.793404461687682,2.0950533462657615,7.245392822502425
Jorge Moreno,ESP,Osasuna,22,DF,La Liga,1,0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateu Morey,ESP,Dortmund,23,DF,Bundesliga,3,2,110,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08181818181818182,0.08181818181818182,2.4545454545454546,4.909090909090909,3.2727272727272725
Cristhian Mosquera,COL,Valencia,19,DF,La Liga,36,33,3075,34.2,0.0,0.0,0.0,0.0,0.0,0.0,0.058536585365853655,0.0,0.02048780487804878,0.02048780487804878,0.0,0.02048780487804878,0.4097560975609756,2.2536585365853656,0.11707317073170731
Yerson Mosquera,COL,Villarreal,22,DF,La Liga,16,14,1229,13.7,0.14646053702196907,0.07323026851098453,0.21969080553295361,0.14646053702196907,0.0,0.0,0.29292107404393813,0.0,0.11716842961757527,0.11716842961757527,0.021969080553295363,0.13913751017087062,0.5858421480878763,2.6362896663954434,0.8787632221318145
Loris Mouyokolo,FRA,Lorient,22,DF,Ligue 1,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nordi Mukiele,FRA,Paris S-G,25,DF,Ligue 1,16,9,796,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.22613065326633167,0.0,0.14698492462311558,0.14698492462311558,0.011306532663316583,0.15829145728643215,1.3567839195979898,3.6180904522613067,2.9396984924623117
Jannik Müller,GER,Darmstadt 98,29,DF,Bundesliga,16,12,1134,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.3968253968253968,0.0,0.015873015873015876,0.015873015873015876,0.007936507936507938,0.023809523809523805,0.6349206349206349,2.46031746031746,0.5555555555555556
Abdul Mumin,GHA,Rayo Vallecano,25,DF,La Liga,20,19,1694,18.8,0.053128689492325853,0.0,0.053128689492325853,0.053128689492325853,0.0,0.0,0.26564344746162927,0.053128689492325853,0.021251475796930343,0.021251475796930343,0.015938606847697753,0.0371900826446281,0.3187721369539551,2.018890200708382,0.21251475796930341
Aihen Muñoz,ESP,Real Sociedad,25,DF,La Liga,21,11,1127,12.5,0.0,0.15971606033717836,0.15971606033717836,0.0,0.0,0.0,0.15971606033717836,0.0,0.023957409050576754,0.023957409050576754,0.15971606033717836,0.1756876663708962,1.91659272404614,3.1144631765749775,1.8367346938775508
Daniel Muñoz,COL,Crystal Palace,27,DF,Premier League,16,16,1439,16.0,0.0,0.2501737317581654,0.2501737317581654,0.0,0.0,0.0,0.2501737317581654,0.0,0.07505211952744961,0.07505211952744961,0.15010423905489922,0.231410701876303,1.5635858234885338,2.376650451702571,5.0034746351633075
Murillo,BRA,Nott'ham Forest,21,DF,Premier League,32,32,2789,31.0,0.0,0.0645392613840086,0.0645392613840086,0.0,0.0,0.0,0.16134815346002152,0.0,0.058085335245607744,0.058085335245607744,0.03872355683040516,0.09680889207601291,0.7099318752240946,2.871997131588383,0.2258874148440301
Alex Murphy,IRL,Newcastle Utd,19,DF,Premier League,2,0,13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.923076923076923,0.0
Joel Mvuka,NOR,Lorient,20,DF,Ligue 1,7,2,197,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.45685279187817257,0.0,0.0,0.0,0.0,0.0,1.8274111675126903,0.45685279187817257,7.309644670050761
Phillipp Mwene,AUT,Mainz 05,29,DF,Bundesliga,23,23,1996,22.2,0.04509018036072144,0.09018036072144288,0.13527054108216433,0.04509018036072144,0.0,0.0,0.18036072144288576,0.04509018036072144,0.06312625250501001,0.06312625250501001,0.09018036072144288,0.15330661322645292,2.2545090180360723,3.2915831663326656,4.193386773547094
Vitaliy Mykolenko,UKR,Everton,24,DF,Premier League,28,28,2469,27.4,0.07290400972053464,0.0,0.07290400972053464,0.07290400972053464,0.0,0.0,0.03645200486026732,0.0,0.05467800729040097,0.05467800729040097,0.032806804374240585,0.08748481166464155,0.5103280680437424,2.0048602673147022,2.4787363304981773
Joakim Mæhle,DEN,Wolfsburg,26,DF,Bundesliga,30,27,2452,27.2,0.0734094616639478,0.11011419249592169,0.1835236541598695,0.0734094616639478,0.0,0.0,0.1835236541598695,0.0,0.05138662316476346,0.05138662316476346,0.09910277324632953,0.1468189233278956,3.0831973898858074,4.367862969004894,5.028548123980424
Obite N'Dicka,CIV,Roma,23,DF,Serie A,25,25,2168,24.1,0.0,0.12453874538745387,0.12453874538745387,0.0,0.0,0.0,0.24907749077490773,0.0,0.04151291512915129,0.04151291512915129,0.04151291512915129,0.08302583025830258,1.0793357933579337,3.6116236162361623,0.4566420664206642
Stanley N'Soki,FRA,Hoffenheim,24,DF,Bundesliga,11,7,631,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42789223454833597,0.14263074484944532,0.0,0.0,0.014263074484944533,0.014263074484944533,0.9984152139461173,5.277337559429477,1.9968304278922346
Nacho,ESP,Real Madrid,33,DF,La Liga,29,18,1746,19.4,0.0,0.051546391752577324,0.051546391752577324,0.0,0.0,0.0,0.2061855670103093,0.10309278350515465,0.025773195876288662,0.025773195876288662,0.06185567010309278,0.08762886597938144,0.6701030927835051,2.8350515463917523,0.4639175257731959
Mahamadou Nagida,CMR,Rennes,18,DF,Ligue 1,3,1,106,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08490566037735849,0.08490566037735849,0.25471698113207547,0.33962264150943394,4.245283018867925,1.6981132075471697,9.339622641509434
Matija Nastasić,SRB,Mallorca,30,DF,La Liga,26,25,2258,25.1,0.07971656333038087,0.0,0.07971656333038087,0.07971656333038087,0.0,0.0,0.31886625332152346,0.0,0.03985828166519043,0.03985828166519043,0.02391496899911426,0.0637732506643047,0.4384410983170947,2.5509300265721877,0.15943312666076173
Natan,BRA,Napoli,22,DF,Serie A,14,11,952,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.28361344537815125,0.09453781512605042,0.03781512605042017,0.03781512605042017,0.009453781512605043,0.04726890756302521,1.4180672268907561,3.214285714285714,1.0399159663865547
Jesús Navas,ESP,Sevilla,37,DF,La Liga,29,25,2003,22.3,0.0,0.08986520219670495,0.08986520219670495,0.0,0.0,0.0,0.26959560659011483,0.044932601098352475,0.0044932601098352475,0.0044932601098352475,0.0853719420868697,0.0943584623065402,2.4263604593110335,4.628057913130305,6.335496754867698
Loïc Nego,HUN,Le Havre,32,DF,Ligue 1,28,18,1561,17.3,0.0,0.1729660474055093,0.1729660474055093,0.0,0.0,0.0,0.1729660474055093,0.0,0.07495195387572069,0.07495195387572069,0.05765534913516976,0.13260730301089044,1.729660474055093,3.6899423446508646,5.880845611787316
Luca Netz,GER,Gladbach,20,DF,Bundesliga,30,25,2225,24.7,0.0,0.16179775280898878,0.16179775280898878,0.0,0.0,0.0,0.08089887640449439,0.0,0.040449438202247195,0.040449438202247195,0.12134831460674157,0.15775280898876404,1.8606741573033707,3.2764044943820223,4.004494382022472
Carlos Neva,ESP,Granada,27,DF,La Liga,36,36,3146,35.0,0.0,0.05721551176096631,0.05721551176096631,0.0,0.0,0.0,0.11443102352193261,0.0,0.0028607755880483156,0.0028607755880483156,0.0915448188175461,0.0944055944055944,1.2301335028607756,3.17546090273363,2.803560076287349
Moussa Niakhate,SEN,Nott'ham Forest,27,DF,Premier League,21,15,1460,16.2,0.06164383561643836,0.0,0.06164383561643836,0.06164383561643836,0.0,0.0,0.3082191780821918,0.06164383561643836,0.06780821917808219,0.06780821917808219,0.006164383561643836,0.07397260273972603,0.8013698630136986,2.404109589041096,0.3698630136986301
Tanguy Nianzou,FRA,Sevilla,21,DF,La Liga,8,3,318,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8490566037735848,0.0,0.0,0.0,0.0,0.0,0.5660377358490566,3.962264150943396,0.2830188679245283
Rasmus Nicolaisen,DEN,Toulouse,26,DF,Ligue 1,33,33,2925,32.5,0.06153846153846154,0.0,0.06153846153846154,0.06153846153846154,0.0,0.0,0.18461538461538463,0.03076923076923077,0.03384615384615385,0.03384615384615385,0.01846153846153846,0.052307692307692305,0.15384615384615385,2.9230769230769234,0.3384615384615385
